image_id,game_id,name,release_date,rating,genres,player_perspectives,platforms
schmyl,207021,Final Fantasy VII,898646400,89.96292571207071,"Role-playing (RPG), Turn-based strategy (TBS), Adventure","Third person, Bird view / Isometric",[6]
schmym,207021,Final Fantasy VII,898646400,89.96292571207071,"Role-playing (RPG), Turn-based strategy (TBS), Adventure","Third person, Bird view / Isometric",[6]
schmyn,207021,Final Fantasy VII,898646400,89.96292571207071,"Role-playing (RPG), Turn-based strategy (TBS), Adventure","Third person, Bird view / Isometric",[6]
schmyo,207021,Final Fantasy VII,898646400,89.96292571207071,"Role-playing (RPG), Turn-based strategy (TBS), Adventure","Third person, Bird view / Isometric",[6]
schmyp,207021,Final Fantasy VII,898646400,89.96292571207071,"Role-playing (RPG), Turn-based strategy (TBS), Adventure","Third person, Bird view / Isometric",[6]
schmyq,207021,Final Fantasy VII,898646400,89.96292571207071,"Role-playing (RPG), Turn-based strategy (TBS), Adventure","Third person, Bird view / Isometric",[6]
tn5gpywrvya92wq1ang8,22,System Shock 2,934329600,89.43000845269697,"Shooter, Role-playing (RPG)",First person,"[3, 6, 14]"
kg9eb5wd5u5j9wtvafrw,22,System Shock 2,934329600,89.43000845269697,"Shooter, Role-playing (RPG)",First person,"[3, 6, 14]"
gdanfmlxy57gzla4smbb,22,System Shock 2,934329600,89.43000845269697,"Shooter, Role-playing (RPG)",First person,"[3, 6, 14]"
g11vipidv1pmwqdqthvn,22,System Shock 2,934329600,89.43000845269697,"Shooter, Role-playing (RPG)",First person,"[3, 6, 14]"
svqo3ngaapyvcvjza7yx,22,System Shock 2,934329600,89.43000845269697,"Shooter, Role-playing (RPG)",First person,"[3, 6, 14]"
sc5j8p,22,System Shock 2,934329600,89.43000845269697,"Shooter, Role-playing (RPG)",First person,"[3, 6, 14]"
sc5j8q,22,System Shock 2,934329600,89.43000845269697,"Shooter, Role-playing (RPG)",First person,"[3, 6, 14]"
sc5j8r,22,System Shock 2,934329600,89.43000845269697,"Shooter, Role-playing (RPG)",First person,"[3, 6, 14]"
sc5j8s,22,System Shock 2,934329600,89.43000845269697,"Shooter, Role-playing (RPG)",First person,"[3, 6, 14]"
sc5j8t,22,System Shock 2,934329600,89.43000845269697,"Shooter, Role-playing (RPG)",First person,"[3, 6, 14]"
zkr9mepmjy8w233yhofd,6453,Katamari Damacy,1079568000,88.70966780067678,"Puzzle, Adventure",Third person,"[9, 8]"
h8fpphgv0fugoyrsdxbh,6453,Katamari Damacy,1079568000,88.70966780067678,"Puzzle, Adventure",Third person,"[9, 8]"
ke5sq1meg5pdhmcrec2d,6453,Katamari Damacy,1079568000,88.70966780067678,"Puzzle, Adventure",Third person,"[9, 8]"
ksqanr5xcqrbzypne6s7,6453,Katamari Damacy,1079568000,88.70966780067678,"Puzzle, Adventure",Third person,"[9, 8]"
wm6lxwuqwg5xvenr0n5q,6453,Katamari Damacy,1079568000,88.70966780067678,"Puzzle, Adventure",Third person,"[9, 8]"
sc96s3,145191,Resident Evil 4,1130198400,88.50786358079077,"Shooter, Adventure",Third person,"[6, 8]"
sc96s4,145191,Resident Evil 4,1130198400,88.50786358079077,"Shooter, Adventure",Third person,"[6, 8]"
sc96s5,145191,Resident Evil 4,1130198400,88.50786358079077,"Shooter, Adventure",Third person,"[6, 8]"
sc96s6,145191,Resident Evil 4,1130198400,88.50786358079077,"Shooter, Adventure",Third person,"[6, 8]"
sc96s7,145191,Resident Evil 4,1130198400,88.50786358079077,"Shooter, Adventure",Third person,"[6, 8]"
sc96s8,145191,Resident Evil 4,1130198400,88.50786358079077,"Shooter, Adventure",Third person,"[6, 8]"
bpyqlfhfbnhxf2jl5qao,231,Half-Life,911433600,88.45786470474175,"Shooter, Puzzle, Adventure",First person,"[3, 6, 14, 8]"
i8ey1ywk535qolfrwdf0,231,Half-Life,911433600,88.45786470474175,"Shooter, Puzzle, Adventure",First person,"[3, 6, 14, 8]"
g9cvvoi9ftpdax4dmwdp,231,Half-Life,911433600,88.45786470474175,"Shooter, Puzzle, Adventure",First person,"[3, 6, 14, 8]"
rthkfaau3znzdzzhtftq,231,Half-Life,911433600,88.45786470474175,"Shooter, Puzzle, Adventure",First person,"[3, 6, 14, 8]"
kxwmkaixbsuvyaeqana7,231,Half-Life,911433600,88.45786470474175,"Shooter, Puzzle, Adventure",First person,"[3, 6, 14, 8]"
scva59,231,Half-Life,911433600,88.45786470474175,"Shooter, Puzzle, Adventure",First person,"[3, 6, 14, 8]"
scva5a,231,Half-Life,911433600,88.45786470474175,"Shooter, Puzzle, Adventure",First person,"[3, 6, 14, 8]"
scva5b,231,Half-Life,911433600,88.45786470474175,"Shooter, Puzzle, Adventure",First person,"[3, 6, 14, 8]"
scva5c,231,Half-Life,911433600,88.45786470474175,"Shooter, Puzzle, Adventure",First person,"[3, 6, 14, 8]"
scva5d,231,Half-Life,911433600,88.45786470474175,"Shooter, Puzzle, Adventure",First person,"[3, 6, 14, 8]"
scva5e,231,Half-Life,911433600,88.45786470474175,"Shooter, Puzzle, Adventure",First person,"[3, 6, 14, 8]"
scva5f,231,Half-Life,911433600,88.45786470474175,"Shooter, Puzzle, Adventure",First person,"[3, 6, 14, 8]"
fkl6jtwogmphqkudqguz,132,Warcraft III: Reign of Chaos,1025654400,88.29015952518637,"Real Time Strategy (RTS), Strategy",Bird view / Isometric,"[6, 14]"
do7fzlkypmp22x37a5ks,132,Warcraft III: Reign of Chaos,1025654400,88.29015952518637,"Real Time Strategy (RTS), Strategy",Bird view / Isometric,"[6, 14]"
z4oymgtypnhhp4lp0w06,132,Warcraft III: Reign of Chaos,1025654400,88.29015952518637,"Real Time Strategy (RTS), Strategy",Bird view / Isometric,"[6, 14]"
l6ezo1ovn3rdkweivu7o,132,Warcraft III: Reign of Chaos,1025654400,88.29015952518637,"Real Time Strategy (RTS), Strategy",Bird view / Isometric,"[6, 14]"
i1oynuvf858i7g9nw5vk,132,Warcraft III: Reign of Chaos,1025654400,88.29015952518637,"Real Time Strategy (RTS), Strategy",Bird view / Isometric,"[6, 14]"
sc9fxk,421,Final Fantasy IX,962928000,87.92755201372995,"Role-playing (RPG), Turn-based strategy (TBS)","Third person, Bird view / Isometric","[9, 7, 38]"
sc9fxg,421,Final Fantasy IX,962928000,87.92755201372995,"Role-playing (RPG), Turn-based strategy (TBS)","Third person, Bird view / Isometric","[9, 7, 38]"
sc9fxh,421,Final Fantasy IX,962928000,87.92755201372995,"Role-playing (RPG), Turn-based strategy (TBS)","Third person, Bird view / Isometric","[9, 7, 38]"
sc9fxi,421,Final Fantasy IX,962928000,87.92755201372995,"Role-playing (RPG), Turn-based strategy (TBS)","Third person, Bird view / Isometric","[9, 7, 38]"
sc9fxj,421,Final Fantasy IX,962928000,87.92755201372995,"Role-playing (RPG), Turn-based strategy (TBS)","Third person, Bird view / Isometric","[9, 7, 38]"
sc9fxl,421,Final Fantasy IX,962928000,87.92755201372995,"Role-playing (RPG), Turn-based strategy (TBS)","Third person, Bird view / Isometric","[9, 7, 38]"
sc9fxm,421,Final Fantasy IX,962928000,87.92755201372995,"Role-playing (RPG), Turn-based strategy (TBS)","Third person, Bird view / Isometric","[9, 7, 38]"
sc9ge7,418,Final Fantasy X,995500800,87.88770267677577,"Role-playing (RPG), Adventure","Third person, Bird view / Isometric, Side view",[8]
sc9ge8,418,Final Fantasy X,995500800,87.88770267677577,"Role-playing (RPG), Adventure","Third person, Bird view / Isometric, Side view",[8]
sc9ge9,418,Final Fantasy X,995500800,87.88770267677577,"Role-playing (RPG), Adventure","Third person, Bird view / Isometric, Side view",[8]
sc9gea,418,Final Fantasy X,995500800,87.88770267677577,"Role-playing (RPG), Adventure","Third person, Bird view / Isometric, Side view",[8]
sc9geb,418,Final Fantasy X,995500800,87.88770267677577,"Role-playing (RPG), Adventure","Third person, Bird view / Isometric, Side view",[8]
sc9gec,418,Final Fantasy X,995500800,87.88770267677577,"Role-playing (RPG), Adventure","Third person, Bird view / Isometric, Side view",[8]
sc9ged,418,Final Fantasy X,995500800,87.88770267677577,"Role-playing (RPG), Adventure","Third person, Bird view / Isometric, Side view",[8]
sc9gee,418,Final Fantasy X,995500800,87.88770267677577,"Role-playing (RPG), Adventure","Third person, Bird view / Isometric, Side view",[8]
scif7n,974,Resident Evil 4,1105401600,87.50109463037512,"Shooter, Adventure",Third person,[21]
scif7o,974,Resident Evil 4,1105401600,87.50109463037512,"Shooter, Adventure",Third person,[21]
scif7p,974,Resident Evil 4,1105401600,87.50109463037512,"Shooter, Adventure",Third person,[21]
scif7q,974,Resident Evil 4,1105401600,87.50109463037512,"Shooter, Adventure",Third person,[21]
scif7r,974,Resident Evil 4,1105401600,87.50109463037512,"Shooter, Adventure",Third person,[21]
yl0nzc7itjnc6oyawagp,733,Grand Theft Auto: Vice City,1035676800,87.41896665758107,"Shooter, Racing, Adventure, Arcade",Third person,"[11, 6, 14, 8]"
tfcu496z7nwgnkbqfvrv,733,Grand Theft Auto: Vice City,1035676800,87.41896665758107,"Shooter, Racing, Adventure, Arcade",Third person,"[11, 6, 14, 8]"
cqiwbbgjhersmqru7339,733,Grand Theft Auto: Vice City,1035676800,87.41896665758107,"Shooter, Racing, Adventure, Arcade",Third person,"[11, 6, 14, 8]"
ilxqfgiaxygal1srqnfz,733,Grand Theft Auto: Vice City,1035676800,87.41896665758107,"Shooter, Racing, Adventure, Arcade",Third person,"[11, 6, 14, 8]"
txxrbak4yycdogvvjwtb,733,Grand Theft Auto: Vice City,1035676800,87.41896665758107,"Shooter, Racing, Adventure, Arcade",Third person,"[11, 6, 14, 8]"
sc83c5,1,Thief II: The Metal Age,953596800,87.20322683686865,"Shooter, Simulator, Adventure",First person,[6]
puvydf5d6v0zirxfhzpg,1,Thief II: The Metal Age,953596800,87.20322683686865,"Shooter, Simulator, Adventure",First person,[6]
z0b9mqcqbtmnnxigekjc,1,Thief II: The Metal Age,953596800,87.20322683686865,"Shooter, Simulator, Adventure",First person,[6]
h4eotdbgoo30v40jtus0,1,Thief II: The Metal Age,953596800,87.20322683686865,"Shooter, Simulator, Adventure",First person,[6]
yf2hsfdd4fe9ev6wmpye,1,Thief II: The Metal Age,953596800,87.20322683686865,"Shooter, Simulator, Adventure",First person,[6]
ja4t61c1ndvtzufbdrf4,1,Thief II: The Metal Age,953596800,87.20322683686865,"Shooter, Simulator, Adventure",First person,[6]
sc83c6,1,Thief II: The Metal Age,953596800,87.20322683686865,"Shooter, Simulator, Adventure",First person,[6]
sc83c7,1,Thief II: The Metal Age,953596800,87.20322683686865,"Shooter, Simulator, Adventure",First person,[6]
sc83c4,1,Thief II: The Metal Age,953596800,87.20322683686865,"Shooter, Simulator, Adventure",First person,[6]
sc83c8,1,Thief II: The Metal Age,953596800,87.20322683686865,"Shooter, Simulator, Adventure",First person,[6]
wzniaai3xwf7ake428sp,41,Deus Ex,961977600,86.98013036652148,"Shooter, Role-playing (RPG), Adventure",First person,"[3, 6, 14]"
vlacs93unhsemy6veood,41,Deus Ex,961977600,86.98013036652148,"Shooter, Role-playing (RPG), Adventure",First person,"[3, 6, 14]"
qfb0xlyqyxebw0l4rybe,41,Deus Ex,961977600,86.98013036652148,"Shooter, Role-playing (RPG), Adventure",First person,"[3, 6, 14]"
morlllgbauqdlpa6lti5,41,Deus Ex,961977600,86.98013036652148,"Shooter, Role-playing (RPG), Adventure",First person,"[3, 6, 14]"
fh3xrdrl6obrnompl8b2,41,Deus Ex,961977600,86.98013036652148,"Shooter, Role-playing (RPG), Adventure",First person,"[3, 6, 14]"
kjbwbdqemykovdzgidhu,20,BioShock,1187654400,86.75765663598264,"Shooter, Puzzle, Role-playing (RPG), Adventure",First person,"[6, 14, 12]"
unvhwxrfzpjys4txfv4a,20,BioShock,1187654400,86.75765663598264,"Shooter, Puzzle, Role-playing (RPG), Adventure",First person,"[6, 14, 12]"
yg3j0yco50gq3wfcxujb,20,BioShock,1187654400,86.75765663598264,"Shooter, Puzzle, Role-playing (RPG), Adventure",First person,"[6, 14, 12]"
wworjqefsfzc9ouvrpxd,20,BioShock,1187654400,86.75765663598264,"Shooter, Puzzle, Role-playing (RPG), Adventure",First person,"[6, 14, 12]"
usn4aw2k54ym8jcjbkmg,20,BioShock,1187654400,86.75765663598264,"Shooter, Puzzle, Role-playing (RPG), Adventure",First person,"[6, 14, 12]"
zzd1rj1nvidcf2c1kxfi,2,Thief: The Dark Project,912384000,86.70699832716572,"Simulator, Adventure",First person,[6]
toutvbhdj0ll88wt9jjf,2,Thief: The Dark Project,912384000,86.70699832716572,"Simulator, Adventure",First person,[6]
e9hwdhnl6fbpne1thiu2,2,Thief: The Dark Project,912384000,86.70699832716572,"Simulator, Adventure",First person,[6]
wisqqkvrtl93vfocx6wn,2,Thief: The Dark Project,912384000,86.70699832716572,"Simulator, Adventure",First person,[6]
ejqhijtsgahc2bru0tn8,2,Thief: The Dark Project,912384000,86.70699832716572,"Simulator, Adventure",First person,[6]
x7pzfljardlljvtqcgv4,71,Portal,1191974400,86.49169646974599,"Shooter, Platform, Puzzle",First person,"[9, 3, 34, 6, 14, 12, 130]"
co2mtfe04a5iclqoo11c,71,Portal,1191974400,86.49169646974599,"Shooter, Platform, Puzzle",First person,"[9, 3, 34, 6, 14, 12, 130]"
hod8sle7imoqjh1zb7nj,71,Portal,1191974400,86.49169646974599,"Shooter, Platform, Puzzle",First person,"[9, 3, 34, 6, 14, 12, 130]"
oycbiasvmiewjxncqlgd,71,Portal,1191974400,86.49169646974599,"Shooter, Platform, Puzzle",First person,"[9, 3, 34, 6, 14, 12, 130]"
gdgj7p0vo52jpwoxtm3v,71,Portal,1191974400,86.49169646974599,"Shooter, Platform, Puzzle",First person,"[9, 3, 34, 6, 14, 12, 130]"
r3uwmc94irofukfk6odw,73,Mass Effect,1195516800,86.17441544206144,"Shooter, Role-playing (RPG)",Third person,"[9, 6, 12]"
hatacbd1inqmu5cavj7z,73,Mass Effect,1195516800,86.17441544206144,"Shooter, Role-playing (RPG)",Third person,"[9, 6, 12]"
feadbwfkxgfbuy7ohnu5,73,Mass Effect,1195516800,86.17441544206144,"Shooter, Role-playing (RPG)",Third person,"[9, 6, 12]"
mcoa62ivpynxt9jnx3ys,73,Mass Effect,1195516800,86.17441544206144,"Shooter, Role-playing (RPG)",Third person,"[9, 6, 12]"
onndes2gzmquz0e8rpli,73,Mass Effect,1195516800,86.17441544206144,"Shooter, Role-playing (RPG)",Third person,"[9, 6, 12]"
scjh59,76,Dragon Age: Origins,1257206400,85.99773823787669,Role-playing (RPG),"Third person, Bird view / Isometric","[9, 6, 14, 12]"
scjh55,76,Dragon Age: Origins,1257206400,85.99773823787669,Role-playing (RPG),"Third person, Bird view / Isometric","[9, 6, 14, 12]"
scjh56,76,Dragon Age: Origins,1257206400,85.99773823787669,Role-playing (RPG),"Third person, Bird view / Isometric","[9, 6, 14, 12]"
scjh57,76,Dragon Age: Origins,1257206400,85.99773823787669,Role-playing (RPG),"Third person, Bird view / Isometric","[9, 6, 14, 12]"
scjh58,76,Dragon Age: Origins,1257206400,85.99773823787669,Role-playing (RPG),"Third person, Bird view / Isometric","[9, 6, 14, 12]"
scjh5a,76,Dragon Age: Origins,1257206400,85.99773823787669,Role-playing (RPG),"Third person, Bird view / Isometric","[9, 6, 14, 12]"
hj1lsmfhxysduatojr60,37,Dead Space,1223942400,85.72985111142329,"Shooter, Puzzle",Third person,"[9, 6, 12]"
fdpzkez7ve4ukv28aqcu,37,Dead Space,1223942400,85.72985111142329,"Shooter, Puzzle",Third person,"[9, 6, 12]"
nxy7aqbsf76p6tx81675,37,Dead Space,1223942400,85.72985111142329,"Shooter, Puzzle",Third person,"[9, 6, 12]"
oxev4x5svixjrn8mngvm,37,Dead Space,1223942400,85.72985111142329,"Shooter, Puzzle",Third person,"[9, 6, 12]"
ulkxjyhfhtiupjn3ix45,37,Dead Space,1223942400,85.72985111142329,"Shooter, Puzzle",Third person,"[9, 6, 12]"
sc8jpd,1601,Gran Turismo 4,1104192000,85.71625936907976,"Racing, Simulator","First person, Third person, Side view",[8]
sc8jpe,1601,Gran Turismo 4,1104192000,85.71625936907976,"Racing, Simulator","First person, Third person, Side view",[8]
sc8jpf,1601,Gran Turismo 4,1104192000,85.71625936907976,"Racing, Simulator","First person, Third person, Side view",[8]
sc8jpg,1601,Gran Turismo 4,1104192000,85.71625936907976,"Racing, Simulator","First person, Third person, Side view",[8]
sc7ssk,1601,Gran Turismo 4,1104192000,85.71625936907976,"Racing, Simulator","First person, Third person, Side view",[8]
h9veheuzixnprnagwoiq,1601,Gran Turismo 4,1104192000,85.71625936907976,"Racing, Simulator","First person, Third person, Side view",[8]
ridg08qfrxguizrxowca,1601,Gran Turismo 4,1104192000,85.71625936907976,"Racing, Simulator","First person, Third person, Side view",[8]
uh5iexdxxrftkyxqwgvs,1601,Gran Turismo 4,1104192000,85.71625936907976,"Racing, Simulator","First person, Third person, Side view",[8]
